date,type,registration,operator,fatalities,location,country,cat,year
19-JAN-1973,Vickers 802 Viscount,G-AOHI,BEA,4,near Glasgow,U.K.,A1,1973
21-JAN-1973,Antonov An-24B,CCCP-46276,"Aeroflot, North Kavkaz",39,"near Petukhovo, Bolsh...",Russia,A1,1973
22-JAN-1973,Boeing 707-3D3C,JY-ADO,"Alia, op.for Nigeria Airways",176,Kano Internation...,Nigeria,A1,1973
22-JAN-1973,Douglas C-47 (DC-3),,Indonesian AF,4,near Pontianak Airpor...,Indonesia,A1,1973
25-JAN-1973,Curtiss C-46R,CF-HQI,Reindeer Air Service,0,Sachs Harbour Ai...,Canada,A1,1973
27-JAN-1973,Douglas DC-6A,HR-TNO,TAN,3,near Tegucigalpa,Honduras,A1,1973
28-JAN-1973,Lockheed LC-130R Hercules,155917,US Navy,0,South Pole Station,Antarctica,A1,1973
29-JAN-1973,Ilyushin Il-18D,SU-AOV,EgyptAir,37,near Nicosia Airport ...,Cyprus,A1,1973
29-JAN-1973,Douglas C-47 (DC-3),PP-SQA,VASP,,Rondonopolis Air...,Brazil,A1,1973
30-JAN-1973,DC-9-21,LN-RLM,SAS,0,Oslo-Fornebu Air...,Norway,A1,1973
03-FEB-1973,Douglas C-47 (DC-3),IJ341,Indian AF,,,Unknown country,U1,1973
05-FEB-1973,DHC-6 Twin Otter 200,OH-KOA,Kar-Air Finland,0,near PudasjÃ¤rvi,Finland,A1,1973
05-FEB-1973,Douglas EC-47Q,43-48636,USAF,8,near Saravan,Laos,C1,1973
06-FEB-1973,Douglas C-47B (DC-3),CF-HTH,Nordair,0,Montreal-Dorval ...,Canada,O1,1973
06-FEB-1973,Lisunov Li-2,,Soviet AF,4,near Provideniya Airp...,Russia,A1,1973
09-FEB-1973,Fairchild C-123K Provider,374,Air America,3,near Thakhet East,Laos,C1,1973
12-FEB-1973,Douglas C-47A (DC-3),CF-OOV,Kenting Atlas Aviation,0,"near Iqaluit Airport,...",Canada,A1,1973
17-FEB-1973,Antonov An-12BP,CCCP-11341,"Aeroflot, Polar",0,Amderma Airport ...,Russia,A1,1973
19-FEB-1973,Tupolev Tu-154,CCCP-85023,"Aeroflot, International",66,near Praha-Ruzyne Int...,Czech Rep.,A1,1973
21-FEB-1973,Learjet 24,N100SQ,Air Taxis,2,Detroit-Willow R...,USA,A1,1973
21-FEB-1973,Boeing 727-224,5A-DAH,Libyan Arab Airlines,108,near Isma'iliya,Egypt,C1,1973
21-FEB-1973,Douglas C-47A (DC-3),HP-560,Aerovias Urraca,22,Cerro Horqueta,Panama,A1,1973
21-FEB-1973,Curtiss C-46A,N10427,Joanne Fashions,2,near Barrancabermeja ...,Colombia,A1,1973
23-FEB-1973,Douglas DC-3F,ZK-AOI,Southern Air Super,1,Seddon,New Zealand,A1,1973
23-FEB-1973,C-115 Buffalo (DHC-5),2372,Brazilian AF,3,"Manaus Air Base,...",Brazil,A1,1973
24-FEB-1973,Ilyushin Il-18V,CCCP-75712,"Aeroflot, Tajikistan",79,near Ura-Tube,Tajikistan,A1,1973
26-FEB-1973,Learjet 24,N454RN,Machinery Buyers Corp,7,near Atlanta-DeKalb P...,USA,A1,1973
28-FEB-1973,DHC-6 Twin Otter 100,PK-NUC,Merpati Nusantara,13,near Nabire,Indonesia,A1,1973
28-FEB-1973,Yakovlev Yak-40,CCCP-87602,"Aeroflot, Kazakstan",32,Semipalatinsk Ai...,Kazakhstan,A1,1973
28-FEB-1973,Antonov An-24V,012,Polish AF,18,near Szczecin-GoleniÃ...,Poland,A1,1973
28-FEB-1973,DHC-5D Buffalo,,Peruvian AF,12,near San RamÃ³n,Peru,A1,1973
01-MAR-1973,Fairchild AC-119K Stinger,53-7839,Vietnam Air Force - VNAF,1,near Vietnam coast,Vietnam,A1,1973
02-MAR-1973,Douglas C-47 (DC-3),N6574,Arute International,0,San Salvador Air...,Bahamas,A1,1973
02-MAR-1973,Douglas C-54E (DC-4),0540/5-T-3,Argentine Navy,,"Ushuaia, TF",Argentina,A1,1973
03-MAR-1973,Ilyushin Il-18V,LZ-BEM,Balkan Bulgarian,25,Moskva-Sheremety...,Russia,A1,1973
05-MAR-1973,Convair CV-990,EC-BJC,Spantax,0,"near La Plance, near ...",France,A2,1973
05-MAR-1973,DC-9-32,EC-BII,Iberia,68,"near La Plance, near ...",France,A1,1973
05-MAR-1973,SE-210 Caravelle 10R,EC-BID,Aviaco,3,near Funchal Airport ...,Portugal,A1,1973
06-MAR-1973,Antonov An-12AP,CCCP-11994,Aeroflot,,Graham Bell Isla...,Russia,A1,1973
06-MAR-1973,Antonov An-2T,CCCP-93467,"Aeroflot, Uralsk",0,near Serov,Russia,A1,1973
07-MAR-1973,Sabreliner 40,N9503Z,Ziegler Inc,2,"Blaine, MN",USA,A1,1973
07-MAR-1973,Fairchild C-123K Provider,524,Air America,4,near Ban Hong Sa,Laos,A1,1973
07-MAR-1973,Antonov An-2R,CCCP-70816,"Aeroflot, Central Region",0,near Smolensk,Russia,A1,1973
08-MAR-1973,Boeing KC-135A,63-7989,USAF,2,Columbus-Lockbou...,USA,A1,1973
08-MAR-1973,Douglas C-47J (DC-3),0-50781,US Army,14,"Silk Hope, NC",USA,A1,1973
09-MAR-1973,MBB HFB-320 Hansa Jet,N320MC,Golden West Airlines,0,Phoenix-Sky Harb...,USA,A1,1973
09-MAR-1973,Antonov An-2,CCCP-01262,"Aeroflot, Tyumen",3,near Kondinskoye,Russia,A1,1973
15-MAR-1973,Lockheed P-3B Orion,152749,US Navy,5,"near Brunswick-NAS, M...",Atlantic Ocean,A1,1973
15-MAR-1973,HAL-748,VT-EAU,Indian Airlines,3+ 1,near Hyderabad-Begump...,India,A1,1973
16-MAR-1973,U-1A Otter (DHC-3),0-53323,Khmer Air Force,0,Phnom Penh-Poche...,Cambodia,A1,1973
19-MAR-1973,Douglas C-54D (DC-4),XV-NUI,Air Vietnam,58,near Buon Me Thuot (B...,Vietnam,C1,1973
22-MAR-1973,Curtiss C-46A,CP-969,Air Bolivia,,Cerro Picon,Bolivia,A1,1973
24-MAR-1973,Antonov An-2,CCCP-05670,"Aeroflot, Far East",2,near Ozyornaya,Russia,A1,1973
26-MAR-1973,DHC-6 Twin Otter 100,N7705,Air Central,1,Champaign-Willar...,USA,A1,1973
26-MAR-1973,BN-2A Islander,CF-XZS,Arctic Air,0,"near Tumbler Ridge, BC",Canada,A1,1973
29-MAR-1973,Morane Saulnier (FMA) MS.760 Paris I,E-213,Argentine AF,2,Villa Reynolds A...,Argentina,A1,1973
29-MAR-1973,Morane Saulnier (FMA) MS.760 Paris I,E-217,Argentine AF,2,Villa Reynolds A...,Argentina,A1,1973
31-MAR-1973,Douglas DC-3D,6169,Portuguese AF,0,Cuito Canaval,Angola,C1,1973
02-APR-1973,Lockheed P-2H Neptune,141250,US Navy,,South Weymouth N...,USA,A1,1973
03-APR-1973,Lockheed L-1049 Super Constellation,N6906C,Aircraft Airframe Inc,0,"Miami, FL",USA,A1,1973
06-APR-1973,Curtiss C-46R-1,CP-801,Frigorificos Movima,,,Bolivia,A1,1973
06-APR-1973,Antonov An-2R,CCCP-05820,"Aeroflot, Lithuania",0,near Vilnius,Lithuania,A1,1973
10-APR-1973,Vickers 952 Vanguard,G-AXOP,Invicta Int. Airways,108,near Basel/Mulhouse A...,Switzerland,A1,1973
12-APR-1973,Convair CV-990,N711NA,NASA,11,near Mountain View-Mo...,USA,A1,1973
12-APR-1973,Lockheed P-3C Orion,157332,US Navy,5,near Moffett Field NA...,USA,A1,1973
13-APR-1973,Rockwell Sabreliner 60,N743R,Continental Air Lines,2,Montrose County ...,USA,A1,1973
14-APR-1973,Antonov An-2R,CCCP-35577,"Aeroflot, Kazakstan",1,near Andreyevka,Kazakhstan,A1,1973
15-APR-1973,Howard Super Ventura,N175S,Pioneer Ventura Aviation,3,"ChiriguanÃ¡, Cesar",Colombia,A1,1973
17-APR-1973,Vickers 735 Viscount,YI-ACL,Iraqi Airways,0,Mosul Airport (OSM),Iraq,A1,1973
18-APR-1973,DHC-6 Twin Otter 100,YA-GAT,Bakhtar Afghan,4,Bamyan Airport (...,Afghanistan,A1,1973
18-APR-1973,Nord 2501D Noratlas,9XR-KH,Portalia,0,Djibouti Airport...,Djibouti,A1,1973
18-APR-1973,Nord 2501D Noratlas,4X-FAO/072,Israeli AF,0,unknown,Israel,A1,1973
23-APR-1973,Tupolev Tu-104B,CCCP-42505,"Aeroflot, Northern",2,near Leningrad-Shosse...,Russia,H1,1973
25-APR-1973,Curtiss C-46,HI-201,Aeromar,0,near Boca Chica,Dominican Rep.,A1,1973
27-APR-1973,Lockheed P2V-7 Neptune,4662,Japanese Navy,8,near Iwo Jima,Japan,A1,1973
30-APR-1973,Curtiss C-46A,HK-791,L.A. Orientales,0,Leticia Airport ...,Colombia,A1,1973
30-APR-1973,Antonov An-24 ?,,South Yemen AF,25,within South Yemen,Yemen,A1,1973
01-MAY-1973,Douglas DC-7BF,HK-1300,"Aeronorte, op.for Aerocosta Colombia",0,Miami Internatio...,USA,U1,1973
01-MAY-1973,HAL-748,VT-DXH,Indian Airlines,0,Hyderabad-Begump...,India,A2,1973
02-MAY-1973,Nord 2502F Noratlas,6411,Portuguese AF,11,Mueda Airport (MUD),Mozambique,A1,1973
02-MAY-1973,Douglas C-47A (DC-3),VT-AYH,Indian Airlines,0,Bhavnagar Airpor...,India,A2,1973
03-MAY-1973,Lisunov Li-2T,CCCP-04244,"Aeroflot, Yakutsk",0,near Queen Elizabeth ...,Arctic Ocean,A1,1973
04-MAY-1973,Douglas DC-3,,Air Cambodge,3,Kampot Airport (...,Cambodia,C1,1973
04-MAY-1973,Learjet 24,PT-CXK,LÃ­der TÃ¡xi AÃ©reo,3,Rio de Janeiro-G...,Brazil,A1,1973
04-MAY-1973,Howard 350,N45CK,Clarks Aerial Service,2,"near Union Springs, AL",USA,A1,1973
06-MAY-1973,Lockheed 18 Lodestar,N620S,Karol Investment Corp.,2,near Chub Cay Airport...,Bahamas,A1,1973
07-MAY-1973,Tupolev Tu-154,CCCP-85030,"Aeroflot, Moscow",0,Moskva-Vnukovo A...,Russia,A1,1973
10-MAY-1973,Curtiss C-46A,N446M,private,0,"near Ellington AFB, TX",USA,A1,1973
10-MAY-1973,Douglas DC-8-33,HS-TGU,Thai Airways International,0+ 1,Kathmandu-Tribhu...,Nepal,A1,1973
11-MAY-1973,Ilyushin Il-18B,CCCP-75687,"Aeroflot, Azerbaijan",63,near Semipalatinsk,Kazakhstan,A1,1973
11-MAY-1973,Antonov An-2M,CCCP-05915,"Aeroflot, Moscow SPiMVL",0,near Kursk,Russia,A1,1973
14-MAY-1973,Antonov An-2R,CCCP-70569,"Aeroflot, Northern",0,near Vologda,Russia,A1,1973
14-MAY-1973,Antonov An-24V,CU-T876,Cubana,3,Havana-JosÃ© Mar...,Cuba,A1,1973
15-MAY-1973,Vickers 827 Viscount,PP-SRD,VASP,0,Salvador-Dois de...,Brazil,A1,1973
18-MAY-1973,Tupolev Tu-104B,CCCP-42379,"Aeroflot, East Siberia",81,near Chita,Russia,H1,1973
18-MAY-1973,Convair CV-580,,AVENSA,0,,Cuba,H2,1973
19-MAY-1973,Douglas C-47A (DC-3),XW-TDM,Air Union,11,near Svay Rieng Airpo...,Cambodia,C1,1973
20-MAY-1973,Antonov An-2R,CCCP-55798,"Aeroflot, Ukraine",1,Starobeshevo Dis...,Ukraine,A1,1973
25-MAY-1973,Tupolev Tu-104,,Aeroflot,,Southern Siberia,Russia,H2,1973
28-MAY-1973,Fokker F-27 Friendship 200,AP-AUW,PIA,0,Lyallpur,Pakistan,A1,1973
29-MAY-1973,Douglas C-47A (DC-3),CF-QBB,Air GaspÃ©,4,near Rimouski Airport...,Canada,A1,1973
30-MAY-1973,Lockheed L-188A Electra,HK-1274,SAM Colombia,0,Buenos Aires/Eze...,Argentina,H2,1973
31-MAY-1973,Boeing 737-2A8,VT-EAM,Indian Airlines,48,near Delhi-Indira Gan...,India,A1,1973
??-MAY-1973,DHC-4A Caribou,802,Oman AF,,,Oman,A1,1973
01-JUN-1973,SE-210 Caravelle VI-N,PP-PDX,Cruzeiro do Sul,23,SÃ£o LuÃ­z-Marec...,Brazil,A1,1973
01-JUN-1973,Douglas DC-3-313,HI-117,Aerovias Quisqueyana,,Santiago,Dominican Rep.,U1,1973
03-JUN-1973,Tupolev Tu-144S,CCCP-77102,Tupolev,6+ 8,Goussainville,France,A1,1973
07-JUN-1973,Vickers 785D Viscount,HK-1061,AerolÃ­neas TAO,0,BogotÃ¡-Eldorado...,Colombia,A1,1973
09-JUN-1973,Boeing 707-327C,PP-VLJ,Varig,2,Rio de Janeiro-G...,Brazil,A1,1973
09-JUN-1973,Lockheed L-1049H Super Constellation,N173W,Aircraft Specialties,3,"near Casey Airport, QC",Canada,A1,1973
09-JUN-1973,Consolidated PBY-5A Catalina,HK-1020,Lineas AÃ©reas Interiores de Catalina,1,near Villavicencio-La...,Colombia,A1,1973
10-JUN-1973,Convair CV-440,N999JZ,Air Cambodge,0,Phnom Penh-Poche...,Cambodia,O1,1973
10-JUN-1973,DHC-6 Twin Otter,,Royal Nepal Airlines,0,Bihar,India,H2,1973
17-JUN-1973,Convair CV-240-0,CX-BHS,ARCO,0,Colonia Airport ...,Uruguay,A1,1973
18-JUN-1973,Learjet 24B,D-IHLZ,privateÂ,4,Wilhelmshaven-Ma...,Germany,A1,1973
20-JUN-1973,DC-8-63,N863F,ONA,0,Bangor Internati...,USA,A2,1973
20-JUN-1973,DC-9-15,XA-SOC,AeromÃ©xico,27,near Puerto Vallarta ...,Mexico,A1,1973
21-JUN-1973,DC-8-53,CF-TIJ,Air Canada,0,Toronto Internat...,Canada,O1,1973
21-JUN-1973,Douglas DC-7CF,N296,"Skyways Int., op.for Warnaco Inc",3,near Miami Internatio...,USA,A1,1973
21-JUN-1973,Antonov An-2R,CCCP-09228,"Aeroflot, Krasnoyarsk",2,near Abakan,Russia,A1,1973
21-JUN-1973,Howard 350,N10TP,International Fruit & Produce Co.,0,near Iloilo,Philippines,A1,1973
23-JUN-1973,DC-8-61CF,N8960T,"Loftleidir, lsf Seaboard World",0,New York-John F....,USA,A2,1973
25-JUN-1973,Antonov An-2R,CCCP-32558,"Aeroflot, East Siberia",0,near Irkutsk,Russia,A1,1973
30-JUN-1973,Tupolev Tu-134A,CCCP-65668,"Aeroflot, Armenia",2+ 7,Amman-Marka Inte...,Jordan,A1,1973
??-JUN-1973,BN-2A Islander,TR-LOD,Air Gabon,,,Unknown country,U1,1973
02-JUL-1973,U-1A Otter (DHC-3),0-53327,Khmer Air Force,0,unknown,Cambodia,A1,1973
03-JUL-1973,SE-210 Caravelle VI-N,VT-DPO,Indian Airlines,0,Bombay-Santacruz...,India,A1,1973
04-JUL-1973,Boeing 737-287,LV-JTO,Aerolineas Argentinas,0,Havana-JosÃ© Mar...,Cuba,H2,1973
04-JUL-1973,Ilyushin Il-14,CCCP-91534,"Aeroflot, Far East",18,near Shakhtersk,Russia,A1,1973
04-JUL-1973,Nord 2502F Noratlas,6410,Portuguese AF,,Toto,Angola,A1,1973
04-JUL-1973,Antonov An-2,LZ-...,Unknown,1,Gorna Oryakhovitsa,Bulgaria,A1,1973
05-JUL-1973,Hawker Siddeley HS-748,HK-1408,Avianca,0+ 3,Bucaramanga-Gome...,Colombia,A1,1973
05-JUL-1973,Douglas C-47B (DC-3),5H-AAK,East African Airways,0,Mbeya Airport (MBI),Tanzania,A1,1973
07-JUL-1973,C-7 Caribou (DHC-4),,Vietnam Air Force - VNAF,14,near Phu Quoc,Vietnam,A1,1973
09-JUL-1973,Tupolev Tu-124V,CCCP-45062,"Aeroflot, Privolzhsk",2,near Kuybyshev Airpor...,Russia,A2,1973
10-JUL-1973,Curtiss C-46F,N1312V,Fairbanks Air Service,0,"Beluga Airport, ...",USA,A1,1973
11-JUL-1973,Boeing 707-345C,PP-VJZ,Varig,123,near Paris-Orly Airpo...,France,A1,1973
11-JUL-1973,BN-2A Islander,HP-570,Unknown,10,Cerro MajÃ©,Panama,A1,1973
12-JUL-1973,Boeing B-17G,N620L,Aircraft Specialities Corp.,2,"Eureka, NV",USA,A1,1973
14-JUL-1973,SE-210 Caravelle VI-R,OY-SAN,Sterling Airways,0,Stockholm-Arland...,Sweden,A1,1973
14-JUL-1973,Douglas DC-6B,OB-R-920,Faucett PerÃº,,near Tambillo,Peru,A1,1973
16-JUL-1973,Douglas C-47 (DC-3),5U-AAC,Air Niger,,Tofamanir,Niger,U1,1973
17-JUL-1973,Convair CV-640,HB-IMM,SATA,0,TromsÃ¸/Langnes ...,Norway,A1,1973
19-JUL-1973,Lockheed EC-121K Super Constellation,145936,US Navy,0,Atsugi NAS (NJA),Japan,O1,1973
20-JUL-1973,Fokker F-27 Friendship 100,VT-DMD,Indian Airlines,0,Calcutta Airport...,India,A2,1973
20-JUL-1973,Antonov An-2SX,CCCP-79827,"Aeroflot, Azerbaijan",1,Saatli district,Azerbaijan,A1,1973
22-JUL-1973,Boeing 707-321B,N417PA,Pan Am,78,near Papeete-Faaa Air...,French Polynesia,A1,1973
23-JUL-1973,Boeing 747-246B,JA8109,JAL,0,Benghazi-Benina ...,Libya,H1,1973
23-JUL-1973,Fairchild FH-227B,N4215,Ozark Air Lines,38,near Saint Louis-Lamb...,USA,A1,1973
25-JUL-1973,Canadair CL-215,F-ZBBM,SecuritÃ© Civile,2,Vignale,France,A1,1973
26-JUL-1973,Antonov An-2R,CCCP-35559,"Aeroflot, North Kavkaz",0,near Ordzhonikidze,Russia,A1,1973
27-JUL-1973,Boeing 727-61,N127,FAA,0,"near Yukon, OK",USA,A2,1973
28-JUL-1973,Hawker Siddeley HS-748,XA-SAB,SAESA,0,near Acapulco Interna...,Mexico,A1,1973
31-JUL-1973,DC-9-31,N975NE,Delta Air Lines,88,Boston-Logan Int...,USA,A1,1973
02-AUG-1973,Antonov An-2R,CCCP-70807,"Aeroflot, North Kavkaz",0,Shakhty,Russia,A1,1973
02-AUG-1973,Antonov An-2R,CCCP-33242,"Aeroflot, Far East",0,near Chumikan,Russia,A1,1973
04-AUG-1973,BN-2A-7 Islander,PT-DVN,Taxi AÃ©reo Cesar Aguiar,3,Itaituba Airport...,Brazil,A1,1973
05-AUG-1973,Lockheed L-1049 Super Constellation,N6202C,Happy Hours Air Travel Club,0,"Tamarac, FL",USA,A1,1973
07-AUG-1973,Douglas C-47 (DC-3),HJ916,Indian AF,,,India,U1,1973
08-AUG-1973,Boeing 727-171C,N1728T,Braniff Airways,0,"near Washington, DC",USA,A2,1973
08-AUG-1973,Yakovlev Yak-40,CCCP-87790,"Aeroflot, Arkhangelsk",1,Arkhangelsk Airp...,Russia,A1,1973
11-AUG-1973,Fokker F-27 Friendship 500,F-BSUM,Air France,0,Strasbourg-Entzh...,France,A2,1973
13-AUG-1973,SE-210 Caravelle 10R,EC-BIC,Aviaco,85,near La CoruÃ±a Airpo...,Spain,A1,1973
14-AUG-1973,DHC-6 Twin Otter 100,CF-WWP,Kenting Atlas Aviation,0,"near Eureka, NU",Canada,A1,1973
15-AUG-1973,BN-2A-6 Islander,N38JA,Turks & Caicos Airways,10,Dondon,Haiti,A1,1973
15-AUG-1973,Breguet SP-13A Atlantic,257,Dutch Navy,0,near Wassenaar,Netherlands,A1,1973
16-AUG-1973,Boeing 720-023B,OD-AFR,MEA,0,Tel Aviv-Lod Int...,Israel,H2,1973
16-AUG-1973,Antonov An-2V,CCCP-41373,"Aeroflot, Krasnoyarsk",0,Kotui River,Russia,A1,1973
18-AUG-1973,Antonov An-24B,CCCP-46435,"Aeroflot, Azerbaijan",56,near Baku-Bina Intern...,Azerbaijan,A1,1973
21-AUG-1973,SE-210 Caravelle III,YV-C-AVI,AVENSA,0,Barquisimeto Air...,Venezuela,A1,1973
22-AUG-1973,Douglas DC-3A-228F,HK-111,Avianca,16,near El Yopal,Colombia,A1,1973
25-AUG-1973,Fokker F-27 Friendship 600,5-209,Iran AF,5,near Chalus,Iran,A1,1973
25-AUG-1973,Douglas DC-6,,Yemen Airlines,0,Kuwait Internati...,Kuwait,H2,1973
27-AUG-1973,Lockheed L-188A Electra,HK-777,Aerocondor de Colombia,42,near BogotÃ¡-Eldorado...,Colombia,A1,1973
28-AUG-1973,Lockheed C-141A Starlifter,63-8077,USAF,24,"near Hueva, Guadalajara",Spain,A1,1973
29-AUG-1973,Antonov An-2R,CCCP-28954,"Aeroflot, East Siberia",0,"near Nerkha, Nizhneud...",Russia,A1,1973
29-AUG-1973,Tupolev Tu-104A,OK-MDE,CSA,0,Nicosia Airport ...,Cyprus,A1,1973
30-AUG-1973,Antonov An-2TD,SP-DNK,APRL,,Katowice,Poland,A1,1973
30-AUG-1973,Antonov An-2TP,CCCP-09649,"Aeroflot, Krasnoyarsk",0,near Kyzyl,Russia,A1,1973
31-AUG-1973,Beech 99,F-BSRZ,Avia Taxi France,0,Auvers,France,A1,1973
03-SEP-1973,Grumman SA-16A Albatross (HU-16),AD.1-5,Spanish AF,0,near Las Palmas,Spain,A1,1973
04-SEP-1973,Howard 250,N669M,Oliver B. Cannon & Sons,3,Pecos City Airpo...,USA,A1,1973
05-SEP-1973,Boeing 727-121C,XV-NJC,Air Vietnam,0,near Bangkok,Thailand,O2,1973
06-SEP-1973,Fairchild F-27,PI-C875,Air Manila Int.,0,Daet Airport (DTE),Philippines,A1,1973
08-SEP-1973,DC-8-63CF,N802WA,World Airways,6,"near Cold Bay, AK",USA,A1,1973
08-SEP-1973,Antonov An-2,CCCP-41913,"Aeroflot, West Siberia",3,Tomsk-Bogashevo ...,Russia,A1,1973
10-SEP-1973,Convair CV-990,N7876,California Airmotive Corp.,0,Guam-Agana NAS (...,Guam,A1,1973
10-SEP-1973,Lockheed Hercules C.1 (C-130K),XV198,RAF,5,Colerne RAF Station,U.K.,A1,1973
11-SEP-1973,SE-210 Caravelle VI-N,YU-AHD,JAT,41,near Titograd,Montenegro,A1,1973
12-SEP-1973,Douglas DC-3,XW-PKD,Lane Xang Airlines,0,Kampot Airport (...,Cambodia,A1,1973
14-SEP-1973,Lockheed 18 Learstar I,N211W,Media Aviation,0,near Santa LucÃ­a Air...,Mexico,A1,1973
15-SEP-1973,Antonov An-2R,CCCP-32213,"Aeroflot, Privolzhsk",0,Samarkand region,Uzbekistan,A1,1973
16-SEP-1973,Antonov An-12B,LZ-BAA,Balkan Bulgarian,0,Kufrah Airport (...,Libya,A1,1973
17-SEP-1973,Antonov An-24B,BNMAU-4206,MIAT,,within Hovd Province,Mongolia,A1,1973
21-SEP-1973,Grumman HU-16E Albatross,2123,US Coast Guard,6,Gulf of Mexico,Atlantic Ocean,A1,1973
23-SEP-1973,SE-210 Caravelle III,7T-VAI,Air AlgÃ©rie,0,Algiers-Dar el B...,Algeria,A1,1973
24-SEP-1973,Lockheed L-1049H Super Constellation,N566E,Holy Nation of Islam Inc,0,Gary Regional Ai...,USA,A1,1973
25-SEP-1973,Rockwell 1121B Jet Commander,N200RC,Continental Jet Corp.,0,Tampa Internatio...,USA,O1,1973
25-SEP-1973,Learjet 25,N40LB,Lisa Jet,3,"Lincoln, NE",USA,A1,1973
27-SEP-1973,Convair CV-600,N94230,Texas International,11,Black Fork Mount...,USA,A1,1973
27-SEP-1973,Douglas C-47B (DC-3),43-6022,Turkish AF,,Ankara-Etimesgut...,Turkey,A1,1973
29-SEP-1973,SE-210 Caravelle VI-R,EC-BBR,Iberia,0,Madrid-Barajas A...,Spain,O1,1973
29-SEP-1973,Douglas C-47A (DC-3),PT-CEV,Aeronorte,5,Itaituba Airport...,Brazil,A1,1973
30-SEP-1973,Tupolev Tu-104B,CCCP-42506,"Aeroflot, Uzbekistan",108,near Sverdlovsk-Kolts...,Russia,A1,1973
02-OCT-1973,Antonov An-12TB,CCCP-12967,"Aeroflot, Yakutsk",10,near Magadan,Russia,A1,1973
02-OCT-1973,DC-9,,KLM,0,Amsterdam-Schiph...,Netherlands,H2,1973
02-OCT-1973,Douglas C-47 (DC-3),T.3-25,Spanish AF,,,Unknown country,A1,1973
05-OCT-1973,Antonov An-2,CCCP-04340,"Aeroflot, Tyumen",0,"Mt. Khuuta, Aksa...",Russia,A1,1973
10-OCT-1973,Boeing 727,,Mexicana,0,Mexico City,Mexico,H2,1973
10-OCT-1973,Lisunov Li-2,CCCP-71209,"Aeroflot, Turkmenistan",5,Tashauz Airport ...,Turkmenistan,A1,1973
11-OCT-1973,BAC One-Eleven,,Philippine Air Lines,0,Hong Kong-Kai Ta...,Hong Kong,H2,1973
11-OCT-1973,Antonov An-2,CCCP-70880,"Aeroflot, Armenia",0,near Goris,Armenia,A1,1973
12-OCT-1973,DH-125-1A,XA-COL,Avionas Banamex,9,near Acapulco-Alvarez...,Mexico,A1,1973
13-OCT-1973,Tupolev Tu-104B,CCCP-42486,"Aeroflot, Georgia",122,near Moskva-Domodedov...,Russia,A1,1973
15-OCT-1973,DHC-6 Twin Otter 300,9N-ABG,Royal Nepal Airlines,0,Lukla Airport (LUA),Nepal,A1,1973
15-OCT-1973,Lockheed C-130E Hercules,62-1845,USAF,7,Sugar Loaf Mount...,USA,A1,1973
15-OCT-1973,Douglas C-47 (DC-3),,Royal Cambodian Air Force,0,Pnom Penh-Pochen...,Cambodia,C1,1973
16-OCT-1973,Boeing 707-327C,OD-AFX,TMA,0,Bombay-Santacruz...,India,A2,1973
18-OCT-1973,Boeing 727-228,F-BOJC,Air France,1,Marseille-Marign...,France,H2,1973
20-OCT-1973,Boeing 727-14,XA-SEN,Mexicana,0,near MazatlÃ¡n-Gen. R...,Mexico,A1,1973
20-OCT-1973,Tupolev Tu-124V,CCCP-45031,"Aeroflot, Moscow",0,Kazan Airport,Russia,A1,1973
20-OCT-1973,Boeing 737-287C,LV-JNE,Aerolineas Argentinas,0,Yacuiba Airport ...,Bolivia,H2,1973
23-OCT-1973,NAMC YS-11A-211,PP-SMJ,VASP,8,near Rio de Janeiro-S...,Brazil,A1,1973
25-OCT-1973,Avia 14-32A,OK-MCV,CSA,,Brno-Turany Airp...,Czech Rep.,O1,1973
25-OCT-1973,Douglas DC-6A,N614SE,Span East Airlines,0,"Biscayne Bay, FL",USA,A1,1973
25-OCT-1973,Antonov An-2R,CCCP-01609,"Aeroflot, Uralsk",0,near Nyrob,Russia,A1,1973
26-OCT-1973,Curtiss C-46F,HK-1383,Aerocosta Colombia,0,"near Cartagena, Colom...",Atlantic Ocean,A1,1973
27-OCT-1973,Antonov An-2P,CCCP-70408,"Aeroflot, West Siberia",0,Kolpashevo,Russia,A1,1973
28-OCT-1973,Boeing 737-222,N751N,Piedmont Airlines,0,Greensboro/High ...,USA,A2,1973
29-OCT-1973,BN-2A-6 Islander,N37JA,Sun Island Air Services,4,Mount Gimie,Saint Lucia,A1,1973
31-OCT-1973,DC-9-14,,AVENSA,0,Caracas,Venezuela,H2,1973
01-NOV-1973,Grumman HU-16B Albatross,251,Chilean Navy,3,near QuilpÃ©,Chile,A1,1973
02-NOV-1973,Handley Page HPR-7 Herald 101,HK-718,La Urraca,6,Villavicencio-La...,Colombia,A1,1973
02-NOV-1973,Yakovlev Yak-40,CCCP-87607,"Aeroflot, Central Region",2,Moscow,Russia,H2,1973
03-NOV-1973,DC-10-10,N60NA,National Airlines,1,"near Socorro, NM",USA,A2,1973
03-NOV-1973,Boeing 707-321C,N458PA,Pan Am,3,Boston-Logan Int...,USA,A1,1973
04-NOV-1973,Antonov An-2,CCCP-41978,"Aeroflot, East Siberia",0,near Kirensk,Russia,A1,1973
04-NOV-1973,C-7A Caribou (DHC-4),,Vietnam Air Force - VNAF,29,near Bu Prang Camp,Vietnam,A1,1973
05-NOV-1973,SE-210 Caravelle VI-R,EC-BIA,Iberia,0,Madrid-Barajas A...,Spain,O1,1973
